"시군구별","용도지역및이용현황별","항목","단위","2022.02 월","2022.03 월","2022.04 월","2022.05 월","2022.06 월","2022.07 월","2022.08 월","2022.09 월","2022.10 월","2022.11 월","2022.12 월",
"서구","주거용(대)","지가변동률[%]","%",".241",".303",".24",".279",".298",".201",".251",".069",".013","-.02","-.009",
"서구","상업용(대)","지가변동률[%]","%",".257",".172",".378",".261",".245",".289",".225",".442",".126","-.022",".011",
"서구","임야","지가변동률[%]","%","0","0",".002",".173",".052",".092",".002",".003",".045","0","0",
"서구","공장용지","지가변동률[%]","%","0",".083","0","0",".066",".287","0","0","0",".023","0",
"동구","평균","지가변동률[%]","%",".21",".215",".198",".208",".2",".197",".193",".143",".051",".034",".02",
"동구","주거지역","지가변동률[%]","%",".267",".276",".206",".244",".236",".248",".166",".08",".032",".017",".016",
"동구","상업지역","지가변동률[%]","%",".246",".248",".208",".201",".188",".19",".216",".167",".055",".04",".026",
"동구","공업지역","지가변동률[%]","%",".02",".029",".162",".199",".202",".17",".145",".14",".057",".027",".001",
"동구","녹지지역","지가변동률[%]","%",".063",".067",".039",".034",".056",".046",".088",".028",".036",".017",".01",
"동구","전","지가변동률[%]","%",".159",".159",".033",".063",".064",".032","0","0","0","","",
"동구","주거용(대)","지가변동률[%]","%",".27",".329",".194",".264",".222",".217",".15",".065",".027",".022",".02",
"동구","상업용(대)","지가변동률[%]","%",".272",".156",".227",".136",".24",".248",".275",".149",".062",".038",".018",
"동구","임야","지가변동률[%]","%",".015",".02",".058",".015",".038",".037",".147",".029",".037",".018",".01",
"동구","공장용지","지가변동률[%]","%",".02",".029",".162",".199",".202",".17",".145",".14",".057",".02",".021",
"영도구","평균","지가변동률[%]","%",".101",".158",".184",".2",".186",".213",".206",".138",".094","-.01","-.011",
"영도구","주거지역","지가변동률[%]","%",".14",".241",".257",".273",".258",".29",".27",".183",".121","-.009","-.011",
"영도구","상업지역","지가변동률[%]","%",".123",".152",".176",".196",".195",".202",".204",".18",".147","-.012","-.011",
"영도구","공업지역","지가변동률[%]","%",".028",".027",".071",".087",".075",".102",".132",".046",".022","-.012","-.014",
"영도구","녹지지역","지가변동률[%]","%",".011","0",".051",".064",".001",".038",".003",".003",".009","-.001","-.007",
"영도구","전","지가변동률[%]","%",".022","0",".066",".013","0",".044","0",".013",".022","-.006","-.027",
"영도구","주거용(대)","지가변동률[%]","%",".099",".236",".255",".253",".245",".268",".261",".131","-.005","-.009","-.01",
"영도구","상업용(대)","지가변동률[%]","%",".204",".17",".177",".211",".196",".249",".185",".259",".408","-.018","-.012",
"영도구","임야","지가변동률[%]","%",".019","0",".049","0",".016",".01",".036","0","0","0","-.002",
"영도구","공장용지","지가변동률[%]","%",".029",".022",".076",".108",".088",".109",".154",".055",".036","-.006","-.015",
"부산진구","평균","지가변동률[%]","%",".408",".464",".376",".439",".302",".33",".3",".266",".042","-.022","-.088",
"부산진구","주거지역","지가변동률[%]","%",".42",".39",".303",".452",".239",".29",".228",".195","-.025","-.057","-.098",
"부산진구","상업지역","지가변동률[%]","%",".378",".547",".443",".458",".367",".384",".359",".334",".101",".011","-.081",
"부산진구","녹지지역","지가변동률[%]","%",".68",".222",".317",".025",".148",".093",".316",".177",".023","-.068","-.076",
"부산진구","전","지가변동률[%]","%","","","","","","","","","",".466","0",
"부산진구","주거용(대)","지가변동률[%]","%",".41",".525",".25",".408",".258",".37",".134",".219",".025","-.058","-.112",
"부산진구","상업용(대)","지가변동률[%]","%",".407",".39",".509",".506",".355",".307",".398",".283",".011",".008","-.056",
"부산진구","임야","지가변동률[%]","%",".328",".098",".608","0",".1",".09",".153",".078",".198","-.002","0",
"부산진구","공장용지","지가변동률[%]","%","","","","","","","","","","-.83","0",
"동래구","평균","지가변동률[%]","%",".279",".423",".374",".368",".284",".325",".186",".174",".112",".088",".069",
"동래구","주거지역","지가변동률[%]","%",".323",".344",".416",".385",".33",".288",".195",".109",".084",".003",".037",
"동래구","상업지역","지가변동률[%]","%",".115",".751",".23",".319",".107",".488",".161",".444",".234",".427",".2",
"동래구","녹지지역","지가변동률[%]","%",".099",".313",".067",".076",".168",".189",".022",".074",".026",".095",".054",
"동래구","전","지가변동률[%]","%",".232",".288",".411",".194",".04",".041",".158",".08","-.041",".202",".025",
"동래구","주거용(대)","지가변동률[%]","%",".297",".377",".392",".404",".326",".301",".182",".054","-.008","-.098","-.108",
"동래구","상업용(대)","지가변동률[%]","%",".281",".449",".377",".317",".219",".358",".187",".404",".33",".395",".36",
"동래구","임야","지가변동률[%]","%",".111",".109",".004",".029",".103",".011",".197",".039",".005",".127",".169",
"남구","평균","지가변동률[%]","%",".256",".294",".285",".329",".333",".304",".263",".232",".099",".031",".005",
"남구","주거지역","지가변동률[%]","%",".308",".379",".342",".344",".403",".365",".302",".217",".015",".004",".002",
"남구","상업지역","지가변동률[%]","%",".473",".221",".395",".589",".251",".276",".258",".39",".293",".049",".008",
"남구","공업지역","지가변동률[%]","%","0",".119",".093",".14",".246",".21",".191",".209",".244",".112",".011",
"남구","녹지지역","지가변동률[%]","%",".089",".196",".108",".199",".113",".084",".116",".106",".041",".003",".007",
"남구","전","지가변동률[%]","%","0",".422",".841","0","0","0",".417","0",".124","0","0",
"남구","주거용(대)","지가변동률[%]","%",".356",".382",".3",".319",".383",".389",".301",".196",".029",".007",".004",
"남구","상업용(대)","지가변동률[%]","%",".333",".315",".547",".571",".403",".177",".197",".296",".092",".028",".004",
"남구","임야","지가변동률[%]","%",".167",".063","0",".29",".183",".178",".114",".17",".038",".006",".006",
"남구","공장용지","지가변동률[%]","%","0",".112",".089",".136",".24",".202",".199",".208",".241",".142",".014",
"북구","평균","지가변동률[%]","%",".208",".25",".285",".28",".202",".205",".18",".12",".13",".01","-.002",
"북구","주거지역","지가변동률[%]","%",".217",".215",".281",".27",".218",".217",".184",".131",".137",".007","-.006",
"북구","상업지역","지가변동률[%]","%",".218",".568",".398",".445",".161",".206",".199",".086",".11",".025",".02",
"북구","녹지지역","지가변동률[%]","%",".038",".008",".05",".025",".019","0",".046",".037",".039",".007",".006",
"북구","전","지가변동률[%]","%",".011","0",".18",".014","0","0",".089","0",".054","0",".001",
"북구","주거용(대)","지가변동률[%]","%",".202",".207",".271",".271",".291",".2",".112",".046",".01","-.22","-.18",
"북구","상업용(대)","지가변동률[%]","%",".251",".348",".326",".343",".163",".232",".32",".228",".347",".286",".247",
"북구","임야","지가변동률[%]","%",".02",".011",".02",".016",".024","0",".023",".053",".047",".003",".008",
"해운대구","평균","지가변동률[%]","%",".488",".462",".474",".478",".481",".436",".379",".23",".097","-.061","-.098",
"해운대구","주거지역","지가변동률[%]","%",".417",".485",".51",".55",".6",".326",".349",".149",".055","-.12","-.112",
"해운대구","상업지역","지가변동률[%]","%",".642",".493",".447",".438",".43",".597",".45",".328",".14","-.032","-.098",
"해운대구","공업지역","지가변동률[%]","%","0","0","1.247",".287",".187",".336",".442",".135",".111",".22","-.026",
"해운대구","녹지지역","지가변동률[%]","%",".036",".226",".028",".296",".037",".042","0",".118",".098",".043","-.044",
"해운대구","전","지가변동률[%]","%",".086",".054",".016",".345",".259",".077",".103",".084",".332","0","-.001",
"해운대구","답","지가변동률[%]","%","","","","","","","","","","0","-.191",
"해운대구","주거용(대)","지가변동률[%]","%",".316",".355",".886",".61",".375",".18",".282",".164","-.083","-.145","-.136",
"해운대구","상업용(대)","지가변동률[%]","%",".409",".54",".432",".34",".615",".577",".353",".237",".143","-.022","-.101",
"해운대구","임야","지가변동률[%]","%",".065",".317",".03",".018",".018",".13","0",".095","0",".03","-.126",
"해운대구","공장용지","지가변동률[%]","%","0",".45",".323",".985","0",".016",".044",".02","0",".225",".039",
"사하구","평균","지가변동률[%]","%",".197",".225",".234",".247",".221",".211",".177",".19",".145",".011",".006",
"사하구","주거지역","지가변동률[%]","%",".228",".237",".247",".316",".237",".229",".162",".147",".111","-.038","-.043",
"사하구","상업지역","지가변동률[%]","%",".202",".221",".196",".286",".178",".193",".211",".232",".124",".036",".003",
"사하구","공업지역","지가변동률[%]","%",".169",".233",".238",".161",".223",".207",".199",".251",".203",".061",".073",
"사하구","녹지지역","지가변동률[%]","%",".093",".041",".11",".132",".122",".076",".096",".088",".052",".086",".003",
"사하구","전","지가변동률[%]","%",".02",".03",".03",".07",".072",".073",".127",".031",".036",".09",".085",
"사하구","주거용(대)","지가변동률[%]","%",".201",".243",".254",".298",".247",".21",".142",".081",".051","-.202","-.129",
"사하구","상업용(대)","지가변동률[%]","%",".269",".177",".15",".288",".173",".192",".199",".324",".248",".27",".167",
"사하구","임야","지가변동률[%]","%",".15",".042",".137",".067",".134",".111",".117",".026",".06",".123",".009",
"사하구","공장용지","지가변동률[%]","%",".153",".28",".24",".202",".232",".255",".195",".298",".195",".101",".087",
"금정구","평균","지가변동률[%]","%",".215",".361",".348",".353",".187",".186",".182",".131",".136",".028",".015",
"금정구","주거지역","지가변동률[%]","%",".237",".418",".406",".413",".239",".16",".21",".111",".145",".025","-.041",
"금정구","상업지역","지가변동률[%]","%",".329",".165",".237",".266",".103",".593",".073",".34",".254",".069",".244",
"금정구","공업지역","지가변동률[%]","%",".198",".417",".315",".251",".044",".193",".316",".203",".064",".045",".065",
"금정구","녹지지역","지가변동률[%]","%",".02",".142",".099",".123",".025",".042",".013",".054",".031",".007",".14",
"금정구","전","지가변동률[%]","%",".052",".226",".205",".124",".011",".029",".022",".141",".028",".033",".223",
"금정구","답","지가변동률[%]","%",".035",".199",".211",".128",".035",".034",".062",".033",".033",".037",".148",
"금정구","주거용(대)","지가변동률[%]","%",".255",".32",".37",".379",".215",".07",".144",".077",".113","-.162","-.183",
"금정구","상업용(대)","지가변동률[%]","%",".222",".473",".308",".374",".186",".48",".28",".286",".221",".3",".352",
"금정구","임야","지가변동률[%]","%",".042",".065",".054",".113",".023",".049",".05",".065",".054",".039",".027",
"금정구","공장용지","지가변동률[%]","%",".182",".503",".254",".349",".063",".268",".248",".283",".089",".059",".091",
"강서구","평균","지가변동률[%]","%",".292",".298",".389",".395",".342",".266",".215",".104",".083",".063",".063",
"강서구","주거지역","지가변동률[%]","%",".276",".263",".417",".394",".35",".213",".209",".103",".081",".025",".019",
"강서구","상업지역","지가변동률[%]","%",".247",".368",".319",".23",".143",".097",".097",".1",".09",".027",".054",
"강서구","공업지역","지가변동률[%]","%",".328",".341",".411",".512",".481",".424",".285",".129",".083",".115",".108",
"강서구","녹지지역","지가변동률[%]","%",".299",".252",".353",".338",".258",".25",".203",".073",".08",".096",".097",
"강서구","자연환경보전지역","지가변동률[%]","%","","","","","","","","","",".054",".045",
"강서구","전","지가변동률[%]","%",".367",".265",".392",".224",".244",".231",".283",".085",".225",".161",".218",
"강서구","답","지가변동률[%]","%",".446",".094",".473",".456",".333",".328",".27",".048",".092",".172",".1",
"강서구","주거용(대)","지가변동률[%]","%",".206",".185",".441",".486",".203",".099",".057",".014",".034","-.092","-.208",
"강서구","상업용(대)","지가변동률[%]","%",".102",".289",".293",".227",".257",".139",".348",".217",".038",".018",".035",
"강서구","임야","지가변동률[%]","%","-.078",".148",".176",".113",".078",".145",".04",".107",".043",".002",".061",
"강서구","공장용지","지가변동률[%]","%",".294",".444",".387",".463",".562",".469",".271",".133",".084",".136",".167",
"연제구","평균","지가변동률[%]","%",".291",".295",".332",".314",".273",".261",".255",".191",".072","-.066","-.113",
"연제구","주거지역","지가변동률[%]","%",".295",".316",".342",".318",".275",".247",".251",".186",".071","-.079","-.138",
"연제구","상업지역","지가변동률[%]","%",".286",".223",".312",".312",".287",".333",".281",".22",".087","-.023","-.022",
"연제구","녹지지역","지가변동률[%]","%",".233",".159",".203",".175",".107",".167",".173",".123",".031",".044","-.009",
"연제구","전","지가변동률[%]","%",".135",".135",".252",".234",".151",".168",".166",".133",".034","","",
"연제구","주거용(대)","지가변동률[%]","%",".285",".31",".359",".326",".262",".197",".272",".193",".058","-.147","-.173",
